class,feature,class_mean_standardized,rest_mean_standardized,class_sd_standardized,rest_sd_standardized,cohens_d_class_vs_rest,abs_cohens_d,direction,centroid_distance_19D
deficient,H_pos_base14,-0.010318589857835198,0.03136426151697954,1.0010224229869578,0.9962339276413381,-0.041689556336605885,0.041689556336605885,lower_in_class,2.414413362628091
deficient,H_pos_base15,-0.003827788328227368,0.01163489932366831,0.9993413086758408,1.0019137508580511,-0.01546301652295903,0.01546301652295903,lower_in_class,2.414413362628091
deficient,H_pos_base16,-0.0013895065152030779,0.004223527276769903,1.0005415825671808,0.9983441771928045,-0.005613044649369856,0.005613044649369856,lower_in_class,2.414413362628091
deficient,H_dynamical_collatz,0.05562737633034156,-0.16908430345290185,0.9258128450160643,1.1816435875277855,0.22577575494531243,0.22577575494531243,higher_in_class,2.414413362628091
carmichael,H_algebraic,0.7837381369038794,-3.370218908128789e-05,0.39874853412522115,1.0000054543714152,0.7837814066689811,0.7837814066689811,higher_in_class,2.057089419740005
carmichael,H_geometric,-0.02778950212629388,1.1949999763927528e-06,0.2458450916108034,1.0000207148566929,-0.02779066979700185,0.02779066979700185,lower_in_class,2.057089419740005
carmichael,H_arithmetic,-0.37968188124775337,1.632702295557435e-05,0.4552180848698356,1.0000145493033366,-0.37969900546540125,0.37969900546540125,lower_in_class,2.057089419740005
carmichael,H_pos_base2,0.1613965105556067,-6.940348386676609e-06,0.8379011127861055,1.0000066965544505,0.1614033798983246,0.1614033798983246,higher_in_class,2.057089419740005
carmichael,H_pos_base3,-0.2916696326813982,1.2542333526568412e-05,1.211691808244937,0.99998933822734,-0.2916824168519983,0.2916824168519983,lower_in_class,2.057089419740005
carmichael,H_pos_base4,-0.15360385042413596,6.6052495949657565e-06,1.312665210429431,0.9999853070606407,-0.15361037998913196,0.15361037998913196,lower_in_class,2.057089419740005
carmichael,H_pos_base5,-0.2087531209737167,8.976770202489528e-06,1.12310693163343,0.9999945740293616,-0.20876208458444961,0.20876208458444961,lower_in_class,2.057089419740005
carmichael,H_pos_base6,-0.46783360511793587,2.011771008081159e-05,1.3340792628632503,0.9999799179272642,-0.4678554566463933,0.4678554566463933,lower_in_class,2.057089419740005
